MES_GASTO;USO_DEPENDENCIA;PERIODO;TIPOCOMBUSTIBLE;PRECIOGALON;CANTIDADGALONES;MONTOCONSUMO
4;4;1;1;12.54;7.385;92.61
4;2;1;1;12.54;19.426;243.6
4;1;1;1;12.54;12.379;155.23
4;3;1;1;12.54;4.85;60.82
4;1;1;1;12.54;8.272;103.73
4;1;1;1;12.54;10.897;136.65
4;1;1;1;12.54;9.785;122.7
4;1;1;1;12.54;9.037;113.32
4;1;1;1;12.54;10.502;131.7
4;4;1;1;12.54;9.839;123.38
4;1;1;1;12.54;11.633;145.88
4;1;1;1;12.54;8;100.32
4;2;1;1;12.54;9.728;121.99
4;1;1;1;12.54;2.76;34.61
4;1;1;1;12.54;9.63;120.76
4;1;1;1;12.54;7.07;88.66
4;1;1;1;12.54;12.413;155.66
4;1;1;1;12.54;8.243;103.37
4;1;1;1;12.54;13.649;171.16
4;3;1;1;12.54;59.007;739.95
4;2;1;1;12.54;9.341;117.14
4;2;1;1;12.54;7;87.78
4;2;1;1;12.54;14.592;182.98
4;6;1;1;12.54;8.874;111.28
4;5;2;1;12.55;14.041;176.21
4;1;2;1;12.55;10.635;133.47
4;1;2;1;12.55;13.29;166.79
4;1;2;1;12.55;4.458;55.95
4;1;2;1;12.55;14.645;183.79
4;1;2;1;12.55;10.165;127.57
4;1;2;1;12.55;9.337;117.18
4;1;2;1;12.55;12.278;154.09
4;2;2;1;12.55;28.172;353.56
4;1;2;1;12.55;12.581;157.89
4;1;2;1;12.55;7.655;96.07
4;1;2;1;12.55;10.215;128.2
4;1;2;1;12.55;7.599;95.37
4;1;2;1;12.55;11.617;145.79
4;4;2;1;12.55;12.521;157.14
4;4;2;1;12.55;10.098;126.73
4;2;2;1;12.55;9.732;122.14
4;1;2;1;12.55;12.516;157.08
4;1;2;1;12.55;10.005;125.56
4;1;2;1;12.55;9.094;114.13
4;3;2;1;12.55;32.241;404.62
4;1;2;1;12.55;8.244;103.46
4;5;2;1;12.55;8.282;103.94
4;1;2;1;12.55;8.247;103.5
4;5;2;1;12.55;12.969;162.76
4;1;2;1;12.55;12.203;153.15
4;6;2;1;12.55;5.393;67.68
4;1;2;1;12.55;10.082;126.53
4;1;2;1;12.55;8.786;110.26
4;7;2;2;12.63;2.894;36.55
4;6;2;1;12.55;9.007;113.04
4;1;2;1;12.55;8.539;107.16
4;3;2;1;12.55;24.055;301.89
4;4;2;1;12.55;7.9;99.15
4;1;2;1;12.55;6.846;85.92
4;2;2;1;12.55;14.291;179.35
4;1;2;1;12.55;4.141;51.97
4;2;2;1;12.55;15.687;196.87
4;2;2;1;12.55;6.983;87.64
4;2;2;1;12.55;23.578;295.9
4;3;2;1;12.55;16.994;213.27
4;1;2;1;12.55;8.55;107.3
4;1;2;1;12.55;12.284;154.16
4;4;2;1;12.55;13.002;163.18
4;2;2;1;12.55;17.029;213.71
4;3;2;1;12.55;78.394;983.84
4;1;2;1;12.55;10.737;134.75
4;1;2;2;12.63;7.524;95.03
4;1;2;2;12.63;2.359;29.79
4;1;2;2;12.63;0.887;11.2
4;3;2;2;12.63;90;1136.7
4;1;2;2;12.63;1.566;19.78
4;1;2;2;12.63;1.525;19.26
4;1;2;2;12.63;5.543;70.01
4;1;2;2;12.63;2.108;26.62
4;3;2;2;12.63;7.246;91.52
4;5;2;2;12.63;8.647;109.21
4;1;2;2;12.63;1.763;22.27
4;1;2;2;12.63;2.372;29.96
4;1;2;2;12.63;2.167;27.37
4;1;2;2;12.63;2.131;26.91
4;1;2;2;12.63;2.327;29.39
4;1;2;2;12.63;1.911;24.14
4;1;2;2;12.63;2.186;27.61
4;1;2;2;12.63;2.32;29.3
4;1;2;2;12.63;1.901;24.01
4;1;2;2;12.63;5.572;70.37
4;1;2;2;12.63;2.081;26.28
4;1;2;2;12.63;0.841;10.62
4;1;2;2;12.63;1.166;14.73
4;1;2;2;12.63;2.243;28.33
4;1;2;2;12.63;2.588;32.69
4;1;2;2;12.63;2.869;36.24
4;1;2;2;12.63;2.424;30.62
4;1;2;2;12.63;2.858;36.1
4;1;2;2;12.63;1.968;24.86
4;1;2;2;12.63;3.057;38.61
4;1;2;2;12.63;2.577;32.55
4;1;2;2;12.63;1.688;21.32
4;1;2;1;12.55;15.164;190.31
4;1;2;1;12.55;14.997;188.21
4;7;2;2;12.63;2.401;30.32
4;1;2;1;12.55;16.566;207.9
4;1;2;1;12.55;11.74;147.34
4;1;2;1;12.55;10.565;132.59
4;1;2;1;12.55;16.008;200.9
4;4;2;1;12.55;14.797;185.7
4;4;2;1;12.55;11.379;142.81
4;1;2;1;12.55;16.675;209.27
4;5;2;1;12.55;4.447;55.81
4;1;2;1;12.55;15.292;191.91
4;1;2;1;12.55;10.615;133.22
4;1;2;1;12.55;12.535;157.31
4;1;2;2;12.63;8.365;105.65
4;1;2;1;12.55;13.658;171.41
4;1;2;1;12.55;14.835;186.18
4;1;2;1;12.55;15.598;195.75
4;3;2;1;12.55;22.185;278.42
4;2;2;1;12.55;30.61;384.16
4;2;2;1;12.55;14.306;179.54
4;1;2;1;12.55;15.17;190.38
4;1;2;1;12.55;13.38;167.92
4;4;2;1;12.55;9.078;113.93
4;3;2;1;12.55;24.696;309.93
4;1;2;1;12.55;8.914;111.87
4;2;2;1;12.55;14.294;179.39
4;1;2;1;12.55;11.602;145.61
4;5;2;1;12.55;10.503;131.81
4;4;2;1;12.55;10.186;127.83
4;2;2;1;12.55;14.249;178.82
4;1;2;1;12.55;13.039;163.64
4;1;2;1;12.55;4.778;59.96
4;6;2;1;12.55;7.835;98.33
4;3;2;1;12.55;14.784;185.54
4;2;2;1;12.55;5.68;71.28
4;2;2;1;12.55;10.582;132.8
4;4;2;1;12.55;6.844;85.89
4;1;2;3;16.69;8.12;135.52
4;2;2;1;12.55;11.75;147.46
4;2;2;1;12.55;17.483;219.41
4;3;2;2;12.63;8.692;109.78
4;1;2;2;12.63;2.436;30.77
4;7;2;2;12.63;8.147;102.9
4;5;2;2;12.63;8.775;110.83
4;1;2;2;12.63;9.219;116.44
4;1;2;2;12.63;3.949;49.88
4;1;2;2;12.63;3.903;49.29
4;3;2;1;12.55;83.135;1043.34
4;1;2;1;12.55;11.608;145.68
4;1;2;1;12.55;7.914;99.32
4;1;2;1;12.55;4.584;57.53
4;1;2;1;12.55;3.525;44.24
4;1;2;1;12.55;4.852;60.89
4;1;2;1;12.55;7.764;97.44
4;1;2;1;12.55;16.166;202.88
4;1;2;1;12.55;15.661;196.55
4;1;2;1;12.55;13.756;172.64
4;1;2;1;12.55;6.936;87.05
4;1;2;1;12.55;11.554;145
4;5;2;1;12.55;9.517;119.44
4;1;2;1;12.55;15.485;194.34
4;1;2;1;12.55;11.702;146.86
4;1;2;1;12.55;14.865;186.56
4;1;2;1;12.55;13.409;168.28
4;6;2;1;12.55;7.531;94.51
4;1;2;1;12.55;11.659;146.32
4;1;2;1;12.55;8.298;104.14
4;1;2;1;12.55;6.176;77.51
4;1;2;1;12.55;13.654;171.36
4;1;2;1;12.55;9.272;116.36
4;1;2;1;12.55;12.245;153.67
4;2;2;1;12.55;18.192;228.31
4;1;2;1;12.55;8.384;105.22
4;1;2;1;12.55;13.559;170.17
4;6;2;1;12.55;6.078;76.28
4;3;2;1;12.55;25.657;322
4;1;2;1;12.55;9.709;121.85
4;1;2;1;12.55;15.295;191.95
4;6;2;1;12.55;7.552;94.78
4;7;2;2;12.63;2.768;34.96
4;4;2;1;12.55;13.298;166.89
4;1;2;1;12.55;10.891;136.68
4;1;2;1;12.55;10.377;130.23
4;4;2;1;12.55;6.668;83.68
4;4;2;1;12.55;9.772;122.64
4;3;2;1;12.55;16.867;211.68
4;2;2;1;12.55;12.063;151.39
4;1;2;1;12.55;11.593;145.49
4;4;2;1;12.55;10.759;135.03
4;1;2;1;12.55;9.579;120.22
4;2;2;1;12.55;15.779;198.03
4;2;2;1;12.55;9.001;112.96
4;5;2;1;12.55;7.097;89.07
4;1;2;1;12.55;10.524;132.08
4;2;2;1;12.55;13.772;172.84
4;1;2;1;12.55;10.1;126.76
4;1;2;1;12.55;5.995;75.24
4;1;2;1;12.55;9.277;116.43
4;1;2;1;12.55;11.541;144.84
4;2;2;1;12.55;12.275;154.05
4;2;2;1;12.55;10.943;137.33
4;1;2;1;12.55;7.975;100.09
4;2;2;1;12.55;17.298;217.09
4;1;2;1;12.55;9.821;123.25
4;1;2;1;12.55;7.466;93.7
4;1;2;2;12.63;1.589;20.07
4;1;2;2;12.63;1.643;20.75
4;1;2;2;12.63;1.991;25.15
4;1;2;2;12.63;1.593;20.12
4;1;2;2;12.63;3.018;38.12
4;1;2;2;12.63;1.668;21.07
4;1;2;2;12.63;1.889;23.86
4;1;2;2;12.63;2.584;32.64
4;1;2;2;12.63;2.506;31.65
4;1;2;2;12.63;2.114;26.7
4;1;2;2;12.63;8.768;110.74
4;1;2;2;12.63;1.564;19.75
4;1;2;3;16.69;10.844;180.99
4;3;2;2;12.63;90;1136.7
4;1;2;2;12.63;3.803;48.03
4;7;2;2;12.63;2.801;35.38
4;6;2;2;12.63;11.059;139.68
4;5;2;1;12.21;14.266;174.19
4;1;2;1;12.21;10.861;132.61
4;1;2;1;12.21;16.533;201.87
4;2;2;1;12.21;26.982;329.45
4;1;2;1;12.21;10.154;123.98
4;1;2;1;12.21;9.194;112.26
4;1;2;1;12.21;10.996;134.26
4;1;2;1;12.21;9.287;113.39
4;4;2;1;12.21;6.638;81.05
4;6;2;1;12.21;4.444;54.26
4;6;2;1;12.21;2.853;34.84
4;1;2;1;12.21;10.531;128.58
4;3;2;1;12.21;25.002;305.27
4;1;2;1;12.21;9.459;115.49
4;1;2;1;12.21;13.543;165.36
4;3;2;1;12.21;20.878;254.92
4;1;2;1;12.21;10.04;122.59
4;2;2;1;12.21;12.54;153.11
4;4;2;1;12.21;10.349;126.36
4;1;2;1;12.21;8.215;100.31
4;1;2;1;12.21;13.265;161.97
4;1;2;1;12.21;9.927;121.21
4;4;2;1;12.21;8.758;106.94
4;5;2;1;12.21;13.542;165.35
4;1;2;1;12.21;9.888;120.73
4;1;2;1;12.21;9.61;117.34
4;2;2;1;12.21;7.484;91.38
4;1;2;1;12.21;11.558;141.12
4;1;2;1;12.21;8.922;108.94
4;1;2;1;12.21;8.206;100.2
4;1;2;1;12.21;7.13;87.06
4;3;2;1;12.21;28.984;353.89
4;4;2;1;12.21;6.088;74.33
4;5;2;1;12.21;12.406;151.48
4;1;2;1;12.21;8.085;98.72
4;1;2;1;12.21;11.596;141.59
4;3;2;1;12.21;52.814;644.86
4;1;2;1;12.21;5.486;66.98
4;1;2;1;12.21;7.941;96.96
4;4;2;1;12.21;10.447;127.56
4;1;2;1;12.21;11.365;138.77
4;2;2;1;12.21;13.341;162.89
4;1;2;1;12.21;10.244;125.08
4;2;2;1;12.21;10.001;122.11
4;1;2;1;12.21;12.6;153.85
4;2;2;1;12.21;14.147;172.73
4;2;2;1;12.21;13.612;166.2
4;3;2;2;12.63;12.226;154.41
4;3;2;2;12.63;90;1136.7
4;1;2;2;12.63;1.898;23.97
4;1;2;2;12.63;2.134;26.95
4;1;2;2;12.63;0.754;9.52
4;1;2;2;12.63;1.933;24.41
4;1;2;2;12.63;1.855;23.43
4;1;2;2;12.63;2.25;28.42
4;5;2;2;12.63;10.019;126.54
4;1;2;2;12.63;9.891;124.92
4;1;2;2;12.63;1.697;21.43
4;1;2;2;12.63;2.875;36.31
4;1;2;2;12.63;3.064;38.7
4;1;2;2;12.63;2.651;33.48
4;1;2;2;12.63;2.886;36.45
4;1;2;2;12.63;2.571;32.47
4;1;2;2;12.63;4.775;60.31
4;1;2;2;12.63;7.668;96.85
4;7;2;2;12.63;9.048;114.28
4;1;2;3;16.69;13.122;219.01
4;1;2;2;12.63;2.092;26.42
4;1;2;2;12.63;2.037;25.73
4;1;2;2;12.63;3.106;39.23
4;1;2;2;12.63;2.653;33.51
4;1;2;2;12.63;3.086;38.98
4;1;2;2;12.63;1.156;14.6
4;1;2;2;12.63;2.865;36.18
4;1;2;2;12.63;4.421;55.84
4;1;2;2;12.63;2.762;34.88
4;1;2;2;12.63;2.616;33.04
4;1;2;1;12.21;16.677;203.63
4;1;2;1;12.21;16.668;203.52
4;1;2;1;12.21;17.904;218.61
4;1;2;1;12.21;15.671;191.34
4;1;2;1;12.21;13.698;167.25
4;1;2;1;12.21;15.709;191.81
4;1;2;1;12.21;14.798;180.68
4;1;2;1;12.21;14.579;178.01
4;1;2;1;12.21;17.323;211.51
4;1;2;1;12.21;17.239;210.49
4;2;2;1;12.21;30.047;366.87
4;6;2;1;12.21;8.668;105.84
4;2;2;1;12.21;10.924;133.38
4;1;2;1;12.21;15.333;187.22
4;4;2;1;12.21;7.336;89.57
4;1;2;1;12.21;12.978;158.46
4;1;2;1;12.21;15.984;195.16
4;1;2;1;12.21;12.684;154.87
4;3;2;1;12.21;20.538;250.77
4;1;2;1;12.21;16.853;205.78
4;1;2;1;12.21;14.617;178.47
4;1;2;1;12.21;16.228;198.14
4;1;2;1;12.21;10.685;130.46
4;3;2;1;12.21;19.534;238.51
4;1;2;1;12.21;10.936;133.53
4;5;2;1;12.21;10.919;133.32
4;1;2;2;12.63;2.302;29.07
4;2;2;1;12.21;15.947;194.71
4;1;2;2;12.63;1.489;18.81
4;3;2;1;12.21;13.084;159.76
4;1;2;1;12.21;14.058;171.65
4;1;2;1;12.21;16.366;199.83
4;4;2;1;12.21;12.314;150.35
4;1;2;1;12.21;11.084;135.34
4;1;2;1;12.21;9.232;112.72
4;4;2;1;12.21;9.412;114.92
4;1;2;1;12.21;14.556;177.73
4;2;2;1;12.21;16.489;201.33
4;1;2;1;12.21;16.672;203.57
4;4;2;1;12.21;13.888;169.57
4;2;2;1;12.21;16.014;195.53
4;1;2;1;12.21;12.453;152.05
4;1;2;1;12.21;16.38;200
4;1;2;2;12.63;3.964;50.07
4;7;2;2;12.63;2.7;34.1
4;3;2;1;12.21;69.183;844.72
4;2;2;1;12.21;18.157;221.7
4;3;2;1;12.21;12.031;146.9
4;3;2;2;12.63;90.433;1142.17
4;3;2;2;12.63;5.066;63.98
4;5;2;2;12.63;4.342;54.84
4;1;2;2;12.63;8.249;104.18
4;7;2;2;12.63;2.92;36.88
4;1;2;3;16.69;16.02;267.37
4;5;2;1;12.21;13.661;166.8
4;2;2;1;12.21;25.866;315.82
4;2;2;1;12.21;15.708;191.79
4;5;2;1;12.21;11.039;134.79
4;2;2;1;12.21;14.123;172.44
4;3;2;1;12.21;23.581;287.92
4;2;2;1;12.21;14.439;176.3
4;1;2;1;12.21;15.758;192.41
4;4;2;1;12.21;9.57;116.85
4;1;2;1;12.21;14.885;181.75
4;1;2;1;12.21;10.032;122.49
4;1;2;1;12.21;9.019;110.12
4;1;2;1;12.21;8.912;108.82
4;1;2;1;12.21;10.962;133.85
4;1;2;1;12.21;11.993;146.43
4;4;2;1;12.21;9.418;114.99
4;1;2;1;12.21;13.837;168.95
4;1;2;1;12.21;13.399;163.6
4;1;2;1;12.21;12.171;148.61
4;2;2;1;12.21;13.319;162.62
4;1;2;1;12.21;13.178;160.9
4;1;2;1;12.21;14.47;176.68
4;4;2;1;12.21;8.339;101.82
4;1;2;1;12.21;7.403;90.39
4;1;2;1;12.21;14.631;178.64
4;6;2;1;12.21;6.012;73.41
4;4;2;1;12.21;11.249;137.35
4;3;2;1;12.21;27.259;332.83
4;2;2;1;12.21;17.041;208.07
4;1;2;1;12.21;8.044;98.22
4;1;2;1;12.21;12.939;157.99
4;1;2;1;12.21;11.558;141.12
4;1;2;1;12.21;16.602;202.71
4;6;2;1;12.21;16.204;197.85
4;1;2;1;12.21;8.286;101.17
4;1;2;1;12.21;12.573;153.52
4;3;2;1;12.21;67.836;828.28
4;1;2;1;12.21;7.159;87.41
4;1;2;1;12.21;8.125;99.21
4;1;2;1;12.21;12.438;151.87
4;3;2;2;12.63;90;1136.7
4;1;2;2;12.63;2.546;32.16
4;1;2;2;12.63;2.703;34.14
4;1;2;2;12.63;2.616;33.04
4;1;2;2;12.63;2.528;31.93
4;3;2;2;12.63;6.378;80.55
4;1;2;2;12.63;1.589;20.07
4;1;2;2;12.63;2.015;25.45
4;1;2;2;12.63;2.595;32.77
4;5;2;2;12.63;9.268;117.05
4;1;2;2;12.63;3.376;42.64
4;1;2;2;12.63;1.578;19.93
4;1;2;2;12.63;4.378;55.29
4;1;2;2;12.63;1.251;15.8
4;1;2;2;12.63;2.323;29.34
4;1;2;2;12.63;2.611;32.98
4;1;2;2;12.63;2.113;26.69
4;7;2;2;12.63;9.9;125.04
4;2;2;1;12.46;28.849;359.46
4;2;2;1;12.46;11.688;145.63
4;1;2;1;12.46;9.549;118.98
4;3;2;1;12.46;25.085;312.56
4;1;2;1;12.46;11.861;147.79
4;1;2;1;12.46;11.534;143.71
4;1;2;1;12.46;9.289;115.74
4;1;2;1;12.46;10.023;124.89
4;1;2;1;12.46;15.29;190.51
4;1;2;1;12.46;7.195;89.65
4;5;2;1;12.46;12.544;156.3
4;1;2;1;12.46;10.947;136.4
4;3;2;1;12.46;8.907;110.98
4;1;2;1;12.46;8.798;109.62
4;6;2;1;12.46;5.146;64.12
4;1;2;1;12.46;11.115;138.49
4;3;2;1;12.46;20.514;255.6
4;2;2;1;12.46;13.754;171.37
4;4;2;1;12.46;8.853;110.31
4;2;2;1;12.46;10;124.6
4;2;2;1;12.46;12.768;159.09
4;1;2;1;12.46;13.677;170.42
4;4;2;1;12.46;9.428;117.47
4;1;2;1;12.46;15.002;186.92
4;2;2;1;12.46;13.55;168.83
4;1;2;1;12.46;6.76;84.23
4;2;2;1;12.46;11.343;141.33
4;1;2;1;12.46;10.228;127.44
4;1;2;1;12.46;10.52;131.08
4;1;2;1;12.46;11.461;142.8
4;1;2;1;12.46;10.346;128.91
4;4;2;1;12.46;11.232;139.95
4;3;2;1;12.46;15.276;190.34
4;1;2;1;12.46;8.603;107.19
4;5;2;1;12.46;13.011;162.12
4;1;2;1;12.46;9.455;117.81
4;2;2;1;12.46;11.184;139.35
4;4;2;1;12.46;11.024;137.36
4;1;2;1;12.46;7.195;89.65
4;1;2;1;12.46;11.994;149.45
4;1;2;1;12.46;9.611;119.75
4;1;2;1;12.46;18.287;227.86
4;1;2;3;16.69;9.599;160.21
4;1;2;2;12.63;7.64;96.49
4;5;2;2;12.63;1.016;12.83
4;1;2;2;12.63;1.41;17.81
4;1;2;2;12.63;2.963;37.42
4;1;2;2;12.63;4.944;62.44
4;3;2;2;12.63;90;1136.7
4;1;2;2;12.63;1.425;18
4;1;2;2;12.63;3.04;38.4
4;1;2;2;12.63;2.476;31.27
4;1;2;2;12.63;2.05;25.89
4;1;2;2;12.63;2.071;26.16
4;1;2;2;12.63;3.749;47.35
4;5;2;2;12.63;9.708;122.61
4;1;2;2;12.63;2.293;28.96
4;1;2;2;12.63;2.939;37.12
4;1;2;2;12.63;2.646;33.42
4;1;2;2;12.63;2.135;26.97
4;1;2;2;12.63;2.463;31.11
4;1;2;2;12.63;6.265;79.13
5;1;1;1;12.46;7.416;92.4
5;1;1;1;12.46;5.666;70.6
5;1;1;1;12.46;9.003;112.18
5;1;1;1;12.46;6.678;83.21
5;1;1;1;12.46;5.979;74.5
5;1;1;1;12.46;14.493;180.58
5;1;1;1;12.46;15.495;193.07
5;1;1;1;12.46;13.426;167.29
5;1;1;1;12.46;18.298;227.99
5;1;1;1;12.46;16.338;203.57
5;1;1;1;12.46;17.218;214.54
5;1;1;1;12.46;8.826;109.97
5;1;1;1;12.46;11.925;148.59
5;1;1;1;12.46;15.764;196.42
5;6;1;1;12.46;9.469;117.98
5;1;1;1;12.46;9.971;124.24
5;1;1;1;12.46;14.413;179.59
5;1;1;1;12.46;14.235;177.37
5;4;1;1;12.46;7.356;91.66
5;1;1;1;12.46;13.129;163.59
5;1;1;1;12.46;13.725;171.01
5;1;1;1;12.46;14.696;183.11
5;3;1;1;12.46;25.716;320.42
5;1;1;1;12.46;11.609;144.65
5;2;1;1;12.46;17.988;224.13
5;1;1;1;12.46;12.543;156.29
5;7;1;2;12.63;2.809;35.48
5;1;1;3;16.69;9.849;164.38
5;1;1;1;12.46;15.729;195.98
5;4;1;1;12.46;15.83;197.24
5;1;1;1;12.46;15.559;193.87
5;1;1;1;12.46;16.773;208.99
5;2;1;1;12.46;19.853;247.37
5;2;1;1;12.46;20.748;258.52
5;6;1;1;12.46;12.979;161.72
5;1;1;1;12.46;15.243;189.93
5;1;1;1;12.46;16.545;206.15
5;2;1;1;12.46;17.914;223.21
5;1;1;1;12.46;14.381;179.19
5;5;1;1;12.46;9.883;123.14
5;1;1;1;12.46;11.968;149.12
5;4;1;1;12.46;17.116;213.27
5;4;1;1;12.46;9.194;114.56
5;3;1;1;12.46;79.519;990.81
5;4;1;1;12.46;10.319;128.57
5;1;1;1;12.46;14.99;186.78
5;1;1;1;12.46;13.922;173.47
5;1;1;1;12.46;15.141;188.66
5;7;1;2;12.63;9.217;116.41
5;1;1;2;12.63;3.958;49.99
5;1;1;2;12.63;1.97;24.88
5;1;1;2;12.63;2.763;34.9
5;1;1;2;12.63;1.309;16.53
5;1;1;2;12.63;0.92;11.62
5;1;1;2;12.63;1.917;24.21
5;1;1;2;12.63;2.518;31.8
5;1;1;2;12.63;2.277;28.76
5;1;1;2;12.63;1.593;20.12
5;1;1;2;12.63;2.322;29.33
5;1;1;2;12.63;2.383;30.1
5;1;1;2;12.63;2.239;28.28
5;1;1;2;12.63;1.409;17.8
5;1;1;2;12.63;1.998;25.23
5;1;1;2;12.63;3.328;42.03
5;1;1;2;12.63;3.709;46.84
5;1;1;2;12.63;3.167;40
5;2;1;1;12.46;12.542;156.27
5;1;1;3;16.69;9.165;152.96
5;1;1;2;12.63;1.224;15.46
5;6;1;1;12.46;5.677;70.74
5;1;1;1;12.46;12.462;155.28
5;5;1;1;12.46;14.386;179.25
5;1;1;1;12.46;11.341;141.31
5;1;1;1;12.46;12.764;159.04
5;1;1;1;12.46;11.096;138.26
5;1;1;1;12.46;18.793;234.16
5;3;1;2;12.63;90;1136.7
5;1;1;2;12.63;1.62;20.46
5;1;1;2;12.63;4.287;54.14
5;1;1;2;12.63;2.607;32.93
5;1;1;2;12.63;2.779;35.1
5;1;1;2;12.63;1.251;15.8
5;1;1;1;12.56;8.926;112.11
5;1;1;1;12.56;15.519;194.92
5;1;1;1;12.56;14.113;177.26
5;1;1;1;12.56;8.793;110.44
5;1;1;1;12.56;13.705;172.13
5;7;1;2;13;2.908;37.8
5;1;1;1;12.56;13.223;166.08
5;1;1;1;12.56;13.361;167.81
5;1;1;1;12.56;7.429;93.31
5;1;1;1;12.56;6.097;76.58
5;1;1;1;12.56;16.635;208.94
5;2;1;1;12.56;26.45;332.21
5;1;1;1;12.56;12.469;156.61
5;2;1;1;12.56;30.631;384.73
5;1;1;1;12.56;10.827;135.99
5;1;1;1;12.56;11.899;149.45
5;1;1;1;12.56;11.074;139.09
5;1;1;1;12.56;7.647;96.05
5;1;1;3;16.69;16.313;272.26
5;1;1;1;12.56;11.428;143.54
5;4;1;1;12.56;7.139;89.67
5;6;1;2;13;10.08;131.04
5;1;1;1;12.56;11.164;140.22
5;5;1;1;12.56;8.807;110.62
5;1;1;1;12.56;15.944;200.26
5;2;1;1;12.56;19.286;242.23
5;1;1;1;12.56;6.915;86.85
5;2;1;1;12.56;10.705;134.45
5;2;1;1;12.56;12.997;163.24
5;6;1;1;12.56;11.296;141.88
5;4;1;1;12.56;7.98;100.23
5;1;1;1;12.56;10.538;132.36
5;3;1;1;12.56;21.149;265.63
5;3;1;1;12.56;16.031;201.35
5;1;1;1;12.56;9.892;124.24
5;4;1;1;12.56;13.008;163.38
5;1;1;1;12.56;9.551;119.96
5;1;1;1;12.56;14.833;186.3
5;3;1;1;12.56;56.363;707.92
5;5;1;1;12.56;13.93;174.96
5;4;1;1;12.56;7.274;91.36
5;1;1;1;12.56;7.099;89.16
5;1;1;1;12.56;8.581;107.78
5;1;1;1;12.56;14.566;182.95
5;2;1;1;12.56;17.945;225.39
5;4;1;1;12.56;10.598;133.11
5;2;1;1;12.56;13.581;170.58
5;2;1;1;12.56;2.662;33.43
5;1;1;1;12.56;16.349;205.34
5;1;1;1;12.56;6.351;79.77
5;1;1;2;13;10.297;133.86
5;1;1;2;13;1.478;19.21
5;3;1;2;13;90.398;1175.17
5;1;1;2;13;3.458;44.95
5;1;1;2;13;2.952;38.38
5;1;1;2;13;1.019;13.25
5;1;1;2;13;2.357;30.64
5;1;1;2;13;2.586;33.62
5;1;1;2;13;9.496;123.45
5;1;1;2;13;3.041;39.53
5;1;1;2;13;2.475;32.18
5;1;1;2;13;2.274;29.56
5;3;1;2;13;8.519;110.75
5;1;1;2;13;2.222;28.89
5;1;1;2;13;2.359;30.67
5;1;1;2;13;0.88;11.44
5;1;1;2;13;2.364;30.73
5;1;1;2;13;2.986;38.82
5;1;1;1;12.56;5.776;72.55
5;1;1;1;12.56;7.582;95.23
5;1;1;1;12.56;4.36;54.76
5;1;1;1;12.56;7.227;90.77
5;1;1;1;12.56;8.066;101.31
5;1;1;2;13;1.541;20.03
5;7;1;2;13;2.922;37.99
5;1;1;2;13;1.942;25.25
5;1;1;2;13;1.775;23.08
5;1;1;2;13;1.632;21.22
5;1;1;2;13;2.596;33.75
5;1;1;2;13;2.572;33.44
5;3;1;2;13;5.246;68.2
5;5;1;2;13;8.491;110.38
5;1;1;2;13;1.259;16.37
5;1;1;2;13;1.495;19.44
5;1;1;2;13;3.104;40.35
5;1;1;2;13;2.863;37.22
5;1;1;2;13;2.704;35.15
5;1;1;2;13;2.711;35.24
5;1;1;2;13;4.744;61.67
5;1;1;2;13;3.755;48.82
5;1;1;3;16.69;11.483;191.65
5;7;1;2;13;9.83;127.79
5;1;1;1;12.56;17.383;218.33
5;1;1;1;12.56;15.651;196.58
5;5;1;1;12.56;11.712;147.1
5;2;1;1;12.56;32.269;405.3
5;1;1;1;12.56;14.925;187.46
5;2;1;1;12.56;4.811;60.43
5;1;1;1;12.56;13.97;175.46
5;1;1;1;12.56;12.257;153.95
5;6;1;2;13;4.951;64.36
5;1;1;1;12.56;9.805;123.15
5;1;1;1;12.56;16.305;204.79
5;3;1;1;12.56;32.702;410.74
5;1;1;1;12.56;15.664;196.74
5;3;1;1;12.56;24.117;302.91
5;1;1;1;12.56;11.416;143.38
5;1;1;1;12.56;14.877;186.86
5;1;1;1;12.56;12.002;150.75
5;1;1;1;12.56;12.926;162.35
5;1;1;1;12.56;8.641;108.53
5;1;1;1;12.56;8.777;110.24
5;6;1;1;12.56;11.205;140.73
5;2;1;1;12.56;13.183;165.58
5;1;1;1;12.56;13.093;164.45
5;1;1;1;12.56;12.013;150.88
5;1;1;1;12.56;14.261;179.12
5;2;1;1;12.56;18.258;229.32
5;1;1;1;12.56;15.673;196.85
5;1;1;1;12.56;17.584;220.86
5;6;1;1;12.56;11.868;149.06
5;1;1;1;12.56;13.36;167.8
5;1;1;1;12.56;16.113;202.38
5;3;1;1;12.56;23.472;294.81
5;1;1;1;12.56;8.009;100.59
5;2;1;1;12.56;18.518;232.59
5;1;1;1;12.56;17.972;225.73
5;1;1;1;12.56;9.903;124.38
5;4;1;1;12.56;5.643;70.88
5;2;1;1;12.56;22.039;276.81
5;5;1;1;12.56;12.73;159.89
5;4;1;1;12.56;9.893;124.26
5;1;1;1;12.56;14.874;186.82
5;4;1;1;12.56;10.72;134.64
5;2;1;1;12.56;15.162;190.43
5;4;1;1;12.56;5.917;74.32
5;1;1;1;12.56;13.734;172.5
5;2;1;1;12.56;14.714;184.81
5;4;1;1;12.56;11.353;142.59
5;3;1;1;12.56;57.364;720.49
5;1;1;1;12.56;8.847;111.12
5;1;1;1;12.56;11.584;145.5
